state,district,year,month,rain_mean,temp_mean,Latitude,Longitude,temp_min,temp_max
Telangana,Warangal Urban,2015,9,5.438605222,27.25952148,17.9689,79.5941,26.91165161,27.590271
Telangana,Yadadri Bhuvanagiri,2015,9,4.540817769,26.75852312,17.582,79.029,25.6812439,27.43487549
Telangana,Adilabad,2015,10,0.645515073,27.34161192,19.664,78.532,26.64068604,28.33306885
Telangana,Bhadradri Kothagudem,2015,10,1.215925217,27.59910534,17.5557,80.6191,26.72027588,28.27304077
Telangana,Hyderabad,2015,10,1.165765047,26.70143127,17.385,78.4867,26.60577393,26.79708862
Telangana,Jagtial,2015,10,0.594433287,28.41524095,18.794,78.914,27.88903809,28.9041748
Telangana,Jangoan,2015,10,0.772792536,26.87548828,17.727,79.152,26.41027832,27.27322388
Telangana,Jayashankar Bhupalpally,2015,10,0.946437322,27.97089386,18.438,79.905,27.29138184,28.47271729
Telangana,Jogulamba Gadwal,2015,10,1.850206284,27.84110329,16.234,77.805,27.23831177,28.33306885
Telangana,Kamareddy,2015,10,0.640199788,26.91001623,18.322,78.34,25.99417114,27.8946228
Telangana,Karimnagar,2015,10,0.623542337,28.00422838,18.4386,79.1288,27.58044434,28.28421021
Telangana,Khammam,2015,10,1.187520247,27.560136,17.2473,80.1514,26.87109375,27.92532349
Telangana,Kumurambheem Asifabad,2015,10,0.538552465,27.87727695,19.363,79.278,26.83895874,28.58721924
Telangana,Mahabubabad,2015,10,0.976539552,27.33245639,17.598,80.002,26.73843384,27.77871704
Telangana,Mahabubnagar,2015,10,1.681838195,26.12365253,16.737,77.987,25.1730957,27.69494629
Telangana,Mancherial,2015,10,0.564192136,27.83840942,18.87,79.46,26.91995239,28.4475708
Telangana,Medak,2015,10,0.751811981,26.57382813,18.049,78.263,26.21899414,27.41427612
Telangana,Medchal Malkajgiri,2015,10,1.11088117,26.54588826,17.629,78.48,26.2399292,26.97442627
Telangana,Mulugu,2015,10,1.033017648,27.62243652,18.194,80.073,26.30975342,28.65563965
Telangana,Nagarkurnool,2015,10,1.83443782,26.66489258,16.48,78.32,24.86450195,28.26187134
Telangana,Nalgonda,2015,10,1.417351645,28.00287628,17.0575,79.2673,26.26086426,29.13598633
Telangana,Narayanpet,2015,10,1.815823746,26.77941284,16.744,77.494,25.92156982,27.58740234
Telangana,Nirmal,2015,10,0.626169378,27.38027573,19.097,78.343,26.54293823,28.40429688
Telangana,Nizamabad,2015,10,0.495185608,27.62762092,18.6725,78.094,27.12103271,28.38473511
Telangana,Peddapalli,2015,10,0.707326387,28.02160305,18.614,79.376,27.80245972,28.45733643
Telangana,Rajanna Sircilla,2015,10,0.518015798,27.59910965,18.387,78.832,26.88644409,28.02865601
Telangana,Rangareddy,2015,10,1.649565379,26.16091249,17.246,78.372,25.29458618,27.16571045
Telangana,Sangareddy,2015,10,0.844328856,26.6940528,17.628,78.087,26.03045654,27.40447998
Telangana,Siddipet,2015,10,0.684897567,26.77179586,18.102,78.852,25.91317749,27.83596802
Telangana,Suryapet,2015,10,1.077890905,27.94854526,17.141,79.622,27.35702515,28.60116577
Telangana,Vikarabad,2015,10,1.174152866,26.29149549,17.338,77.904,25.56826782,27.26904297
Telangana,Wanaparthy,2015,10,1.672915777,27.30604892,16.364,78.064,26.5345459,27.90438843
Telangana,Warangal Rural,2015,10,0.867502868,27.27450562,17.9784,79.5941,27.06936646,27.6321106
Telangana,Warangal Urban,2015,10,0.681789398,27.36762695,17.9689,79.5941,27.06655884,27.71588135
Telangana,Yadadri Bhuvanagiri,2015,10,1.052638372,27.20870536,17.582,79.029,26.27484131,27.79406738
Telangana,Adilabad,2015,11,0.042435077,25.57047526,19.664,78.532,24.85012817,26.53237915
Telangana,Bhadradri Kothagudem,2015,11,1.690209252,25.5924466,17.5557,80.6191,24.80523682,26.31384277
Telangana,Hyderabad,2015,11,0.431427956,24.94700623,17.385,78.4867,24.87731934,25.01669312
Telangana,Jagtial,2015,11,0.022306385,26.64388803,18.794,78.914,25.82946777,27.05926514
Telangana,Jangoan,2015,11,0.279698512,25.11799381,17.727,79.152,24.67056274,25.42663574
Telangana,Jayashankar Bhupalpally,2015,11,0.040758665,26.44226074,18.438,79.905,25.57312012,27.04037476
Telangana,Jogulamba Gadwal,2015,11,1.465916043,26.31877552,16.234,77.805,25.59320068,26.70840454
Telangana,Kamareddy,2015,11,0.020191006,25.62778249,18.322,78.34,24.87374878,26.40951538
Telangana,Karimnagar,2015,11,0.024023905,26.57524787,18.4386,79.1288,26.18270874,26.80172729
Telangana,Khammam,2015,11,2.96647331,25.50423673,17.2473,80.1514,24.91864014,25.85073853
Telangana,Kumurambheem Asifabad,2015,11,0.030859422,26.00432332,19.363,79.278,24.58078003,27.25656128
Telangana,Mahabubabad,2015,11,1.149450779,25.23558518,17.598,80.002,24.72137451,25.67236328
Telangana,Mahabubnagar,2015,11,0.454217513,25.09449181,16.737,77.987,24.15548706,26.57138062
Telangana,Mancherial,2015,11,0.032048772,26.02636337,18.87,79.46,25.00842285,26.88916016
Telangana,Medak,2015,11,0.047781209,25.22405762,18.049,78.263,24.85839844,25.79995728
Telangana,Medchal Malkajgiri,2015,11,0.336314148,24.77649604,17.629,78.48,24.51226807,25.00488281
Telangana,Mulugu,2015,11,0.252158345,25.99576878,18.194,80.073,24.68237305,27.24356079
Telangana,Nagarkurnool,2015,11,1.344821858,24.63416016,16.48,78.32,22.95996094,25.73379517
Telangana,Nalgonda,2015,11,1.351225181,25.68925095,17.0575,79.2673,24.41067505,26.27603149
Telangana,Narayanpet,2015,11,0.477789211,26.06238708,16.744,77.494,25.24707031,26.8442688
Telangana,Nirmal,2015,11,0.032273517,25.54934692,19.097,78.343,24.33270264,26.6020813
Telangana,Nizamabad,2015,11,0.015718154,26.21359612,18.6725,78.094,25.82476807,26.63162231
Telangana,Peddapalli,2015,11,0.027049874,26.42114088,18.614,79.376,26.14373779,26.74740601
Telangana,Rajanna Sircilla,2015,11,0.017817656,26.18780708,18.387,78.832,25.61447144,26.54537964
Telangana,Rangareddy,2015,11,0.432545253,24.55689816,17.246,78.372,23.73730469,25.14901733
Telangana,Sangareddy,2015,11,0.053227052,25.32776557,17.628,78.087,24.75091553,25.91101074
Telangana,Siddipet,2015,11,0.068217032,25.2887468,18.102,78.852,24.19564819,26.40481567
Telangana,Suryapet,2015,11,2.095092773,25.70869814,17.141,79.622,25.28015137,26.02087402
Telangana,Vikarabad,2015,11,0.12381456,25.38252206,17.338,77.904,24.63986206,26.56784058
Telangana,Wanaparthy,2015,11,1.172650549,25.86039225,16.364,78.064,25.07458496,26.73086548
Telangana,Warangal Rural,2015,11,0.415043712,25.45386574,17.9784,79.5941,25.15847778,26.20751953
Telangana,Warangal Urban,2015,11,0.131179484,25.83397217,17.9689,79.5941,25.44436646,26.2996521
Telangana,Yadadri Bhuvanagiri,2015,11,0.397445901,25.24614607,17.582,79.029,24.46737671,25.68417358
Telangana,Adilabad,2015,12,0.084466765,24.17553711,19.664,78.532,23.59082031,24.82559204
Telangana,Bhadradri Kothagudem,2015,12,0.041110554,24.8334449,17.5557,80.6191,24.07711792,25.53240967
Telangana,Hyderabad,2015,12,0.010987506,24.26333618,17.385,78.4867,24.17514038,24.35153198
Telangana,Jagtial,2015,12,0.021321481,25.69110107,18.794,78.914,24.78271484,26.08120728
Telangana,Jangoan,2015,12,0.016699695,24.48847078,17.727,79.152,24.04772949,24.81948853
Telangana,Jayashankar Bhupalpally,2015,12,0.031404917,25.48086548,18.438,79.905,24.80844116,25.99914551
Telangana,Jogulamba Gadwal,2015,12,0.018077873,25.6001254,16.234,77.805,24.89419556,25.83377075
Telangana,Kamareddy,2015,12,0.021530573,24.73480404,18.322,78.34,23.99505615,25.32415771
Telangana,Karimnagar,2015,12,0.015394053,25.7511478,18.4386,79.1288,25.39645386,25.92318726
Telangana,Khammam,2015,12,0.056304198,24.55612853,17.2473,80.1514,24.04406738,24.93707275
Telangana,Kumurambheem Asifabad,2015,12,0.130940502,24.51401096,19.363,79.278,23.49771118,25.27639771
Telangana,Mahabubabad,2015,12,0.012548158,24.51175032,17.598,80.002,24.07589722,24.88439941
Telangana,Mahabubnagar,2015,12,0.009985607,24.42968985,16.737,77.987,23.7010498,25.57528687
Telangana,Mancherial,2015,12,0.043048296,24.90174103,18.87,79.46,24.00485229,25.60101318
Telangana,Medak,2015,12,0.023164439,24.45359375,18.049,78.263,24.16900635,24.86233521
Telangana,Medchal Malkajgiri,2015,12,0.013145444,24.11006673,17.629,78.48,23.89828491,24.35275269
Telangana,Mulugu,2015,12,0.033608359,25.19931773,18.194,80.073,23.99505615,26.30047607
Telangana,Nagarkurnool,2015,12,0.055187414,24.03016357,16.48,78.32,22.28619385,25.11837769
Telangana,Nalgonda,2015,12,0.034441811,25.01229477,17.0575,79.2673,24.04406738,25.34130859
Telangana,Narayanpet,2015,12,0.010432608,25.21361694,16.744,77.494,24.61123657,25.8447876
Telangana,Nirmal,2015,12,0.036462379,24.44531441,19.097,78.343,23.32498169,25.61694336
Telangana,Nizamabad,2015,12,0.019690397,25.19309728,18.6725,78.094,24.75576782,25.67327881
Telangana,Peddapalli,2015,12,0.027488429,25.57046339,18.614,79.376,25.24209595,25.87664795
Telangana,Rajanna Sircilla,2015,12,0.018817739,25.34484291,18.387,78.832,24.80966187,25.69656372
Telangana,Rangareddy,2015,12,0.010767309,24.00150653,17.246,78.372,23.37277222,24.55609131
Telangana,Sangareddy,2015,12,0.029744961,24.47947184,17.628,78.087,23.99996948,25.04855347
Telangana,Siddipet,2015,12,0.021777195,24.57561624,18.102,78.852,23.62634277,25.57772827
Telangana,Suryapet,2015,12,0.034601506,24.8275841,17.141,79.622,24.5536499,24.98974609
Telangana,Vikarabad,2015,12,0.030408944,24.58824421,17.338,77.904,24.03057861,25.50546265
Telangana,Wanaparthy,2015,12,0.016639248,25.14586724,16.364,78.064,24.48138428,25.72351074
Telangana,Warangal Rural,2015,12,0.015149244,24.71607555,17.9784,79.5941,24.43115234,25.44055176
Telangana,Warangal Urban,2015,12,0.017797622,25.08198547,17.9689,79.5941,24.72393799,25.54220581
Telangana,Yadadri Bhuvanagiri,2015,12,0.010555919,24.63358198,17.582,79.029,23.87255859,25.08285522
Telangana,Adilabad,2016,1,0.003672496,23.18414492,19.664,78.532,22.64373779,23.72540283
Telangana,Bhadradri Kothagudem,2016,1,0.104989384,24.51890909,17.5557,80.6191,23.82260132,25.13909912
Telangana,Hyderabad,2016,1,0.100937478,23.22450256,17.385,78.4867,23.11807251,23.33093262
Telangana,Jagtial,2016,1,0.037803513,24.46362774,18.794,78.914,23.72311401,24.81518555
Telangana,Jangoan,2016,1,0.203161913,23.5786181,17.727,79.152,23.07525635,24.07131958
Telangana,Jayashankar Bhupalpally,2016,1,0.160827105,24.04866536,18.438,79.905,23.62130737,24.40911865
Telangana,Jogulamba Gadwal,2016,1,0.320783456,25.157504,16.234,77.805,24.66711426,25.53588867
Telangana,Kamareddy,2016,1,0.014256816,23.64664953,18.322,78.34,22.94567871,24.21130371
Telangana,Karimnagar,2016,1,0.108882385,24.42685954,18.4386,79.1288,24.25872803,24.57455444
Telangana,Khammam,2016,1,0.141679666,24.63874333,17.2473,80.1514,24.01461792,25.07546997
Telangana,Kumurambheem Asifabad,2016,1,0.039822324,23.22488403,19.363,79.278,22.54425049,23.8815918
Telangana,Mahabubabad,2016,1,0.124273427,24.01710458,17.598,80.002,23.56115723,24.54794312
Telangana,Mahabubnagar,2016,1,0.180024584,23.65800359,16.737,77.987,22.81497192,24.91119385
Telangana,Mancherial,2016,1,0.081061489,23.43132019,18.87,79.46,22.74438477,24.01809692
Telangana,Medak,2016,1,0.03210519,23.33972168,18.049,78.263,23.01394653,23.66525269
Telangana,Medchal Malkajgiri,2016,1,0.126749595,23.03631592,17.629,78.48,22.81149292,23.35638428
Telangana,Mulugu,2016,1,0.142064881,24.07400595,18.194,80.073,22.76983643,25.09860229
Telangana,Nagarkurnool,2016,1,0.356985884,23.81185547,16.48,78.32,22.32910156,24.98754883
Telangana,Nalgonda,2016,1,0.28422018,24.83289528,17.0575,79.2673,23.33670044,25.89916992
Telangana,Narayanpet,2016,1,0.160485411,24.23212128,16.744,77.494,23.51025391,24.80593872
Telangana,Nirmal,2016,1,0.004255761,23.42958641,19.097,78.343,22.34066772,24.51785278
Telangana,Nizamabad,2016,1,0.010418093,24.10541131,18.6725,78.094,23.55883789,24.53753662
Telangana,Peddapalli,2016,1,0.114112076,24.17459615,18.614,79.376,23.83300781,24.50860596
Telangana,Rajanna Sircilla,2016,1,0.032225245,24.04724121,18.387,78.832,23.60394287,24.39755249
Telangana,Rangareddy,2016,1,0.19586772,23.11064632,17.246,78.372,22.60443115,23.83877563
Telangana,Sangareddy,2016,1,0.040893928,23.36637031,17.628,78.087,22.90866089,23.83877563
Telangana,Siddipet,2016,1,0.136026671,23.44098953,18.102,78.852,22.6194458,24.33508301
Telangana,Suryapet,2016,1,0.196462282,24.87070649,17.141,79.622,24.11990356,25.52780151
Telangana,Vikarabad,2016,1,0.064630124,23.40293095,17.338,77.904,22.93066406,23.9637146
Telangana,Wanaparthy,2016,1,0.313904047,24.63599311,16.364,78.064,23.90704346,25.29989624
Telangana,Warangal Rural,2016,1,0.174096793,23.87044178,17.9784,79.5941,23.63171387,24.31311035
Telangana,Warangal Urban,2016,1,0.220830094,24.03406677,17.9689,79.5941,23.74276733,24.3732605
Telangana,Yadadri Bhuvanagiri,2016,1,0.218112453,23.77966527,17.582,79.029,22.82537842,24.39291382
Telangana,Adilabad,2016,2,0.232926415,27.57825447,19.664,78.532,26.94784546,28.28790283
Telangana,Bhadradri Kothagudem,2016,2,0.013084144,27.4306365,17.5557,80.6191,26.43270874,28.03979492
Telangana,Hyderabad,2016,2,0.035018623,26.63044739,17.385,78.4867,26.53598022,26.72491455
Telangana,Jagtial,2016,2,0.208261469,28.57405442,18.794,78.914,27.9302063,28.93655396
Telangana,Jangoan,2016,2,0.035095246,26.90169646,17.727,79.152,26.44277954,27.20727539
Telangana,Jayashankar Bhupalpally,2016,2,0.051801837,28.04410044,18.438,79.905,27.59268188,28.36349487
Telangana,Jogulamba Gadwal,2016,2,0.001399711,28.28046764,16.234,77.805,27.84207153,28.69976807
Telangana,Kamareddy,2016,2,0.176087793,27.72618731,18.322,78.34,27.06118774,28.44030762
Telangana,Karimnagar,2016,2,0.224888493,28.28616163,18.4386,79.1288,27.9050293,28.5184021
Telangana,Khammam,2016,2,0.010703838,27.14640101,17.2473,80.1514,26.51834106,27.49694824
Telangana,Kumurambheem Asifabad,2016,2,0.184568637,27.51284451,19.363,79.278,26.72113037,27.99822998
Telangana,Mahabubabad,2016,2,0.011857162,27.06179283,17.598,80.002,26.70223999,27.48309326
Telangana,Mahabubnagar,2016,2,0.025412112,26.91086989,16.737,77.987,26.14175415,28.03601074
Telangana,Mancherial,2016,2,0.159197701,27.72201157,18.87,79.46,27.06872559,28.31686401
Telangana,Medak,2016,2,0.113010476,27.19121094,18.049,78.263,26.72741699,27.66070557
Telangana,Medchal Malkajgiri,2016,2,0.04934698,26.43369208,17.629,78.48,26.23120117,26.60650635
Telangana,Mulugu,2016,2,0.034701782,27.71076594,18.194,80.073,26.44781494,28.65945435
Telangana,Nagarkurnool,2016,2,0.007000913,26.89871094,16.48,78.32,25.36593628,27.90124512
Telangana,Nalgonda,2016,2,0.008262395,27.65482903,17.0575,79.2673,26.56494141,28.18841553
Telangana,Narayanpet,2016,2,0.00883681,27.35709839,16.744,77.494,26.78033447,27.91259766
Telangana,Nirmal,2016,2,0.140566884,27.64058304,19.097,78.343,26.57754517,28.63931274
Telangana,Nizamabad,2016,2,0.154788983,28.20437622,18.6725,78.094,27.59393311,28.61035156
Telangana,Peddapalli,2016,2,0.183032613,28.33884515,18.614,79.376,28.05111694,28.68212891
Telangana,Rajanna Sircilla,2016,2,0.185857137,27.91109276,18.387,78.832,27.53726196,28.18588257
Telangana,Rangareddy,2016,2,0.021496628,26.47789634,17.246,78.372,25.92260742,27.05993652
Telangana,Sangareddy,2016,2,0.088290716,27.29835002,17.628,78.087,26.4503479,27.87606812
Telangana,Siddipet,2016,2,0.169184136,27.05670797,18.102,78.852,26.04226685,28.02593994
Telangana,Suryapet,2016,2,0.006579009,27.45670292,17.141,79.622,27.15060425,27.82443237
Telangana,Vikarabad,2016,2,0.034976605,26.90466098,17.338,77.904,26.4503479,27.33322144
Telangana,Wanaparthy,2016,2,0.003177833,27.73178609,16.364,78.064,27.16320801,28.30554199
Telangana,Warangal Rural,2016,2,0.022155669,27.25640314,17.9784,79.5941,26.881073,28.13803101
Telangana,Warangal Urban,2016,2,0.069122477,27.59029236,17.9689,79.5941,27.12918091,28.19219971
Telangana,Yadadri Bhuvanagiri,2016,2,0.034106819,26.93681117,17.582,79.029,26.18963623,27.43399048
Telangana,Adilabad,2016,3,0.520572785,30.05103649,19.664,78.532,29.13549805,31.14709473
Telangana,Bhadradri Kothagudem,2016,3,0.132462365,30.19393429,17.5557,80.6191,28.89663696,30.90393066
Telangana,Hyderabad,2016,3,0.252143621,29.32327271,17.385,78.4867,29.22903442,29.41751099
Telangana,Jagtial,2016,3,0.216250793,30.9326524,18.794,78.914,30.13699341,31.36581421
Telangana,Jangoan,2016,3,0.3113428,29.33095832,17.727,79.152,28.83764648,29.69955444
Telangana,Jayashankar Bhupalpally,2016,3,0.327757615,30.70925649,18.438,79.905,30.33843994,30.94708252
Telangana,Jogulamba Gadwal,2016,3,0.007765892,31.37641491,16.234,77.805,30.93557739,31.79748535
Telangana,Kamareddy,2016,3,0.349590778,30.03807517,18.322,78.34,29.24484253,31.07659912
Telangana,Karimnagar,2016,3,0.21347015,30.63628472,18.4386,79.1288,30.20892334,30.88235474
Telangana,Khammam,2016,3,0.085749168,29.84958258,17.2473,80.1514,29.04052734,30.20462036
Telangana,Kumurambheem Asifabad,2016,3,0.94668311,29.67608643,19.363,79.278,28.87936401,30.22906494
Telangana,Mahabubabad,2016,3,0.187848181,29.79972471,17.598,80.002,29.43334961,30.25927734
Telangana,Mahabubnagar,2016,3,0.05311812,29.81471839,16.737,77.987,28.90814209,31.08380127
Telangana,Mancherial,2016,3,0.504272143,30.04124641,18.87,79.46,29.18008423,30.72692871
Telangana,Medak,2016,3,0.351346056,29.51133789,18.049,78.263,29.10958862,30.08087158
Telangana,Medchal Malkajgiri,2016,3,0.27247466,28.98936632,17.629,78.48,28.71246338,29.21032715
Telangana,Mulugu,2016,3,0.366635091,30.44845334,18.194,80.073,28.90237427,31.65072632
Telangana,Nagarkurnool,2016,3,0.070890499,29.71661621,16.48,78.32,28.21746826,30.87945557
Telangana,Nalgonda,2016,3,0.16020051,30.10878944,17.0575,79.2673,29.14123535,30.57296753
Telangana,Narayanpet,2016,3,0.057462108,30.3925354,16.744,77.494,29.54269409,31.06219482
Telangana,Nirmal,2016,3,0.217778582,30.29814339,19.097,78.343,28.72827148,31.27374268
Telangana,Nizamabad,2016,3,0.215482272,30.68614287,18.6725,78.094,30.03482056,31.14422607
Telangana,Peddapalli,2016,3,0.240945364,30.81815592,18.614,79.376,30.61325073,31.10107422
Telangana,Rajanna Sircilla,2016,3,0.261505349,30.28708267,18.387,78.832,29.85351563,30.59457397
Telangana,Rangareddy,2016,3,0.206500099,29.17139565,17.246,78.372,28.66207886,29.66790771
Telangana,Sangareddy,2016,3,0.31095451,29.83433024,17.628,78.087,29.07073975,30.45355225
Telangana,Siddipet,2016,3,0.312943285,29.4298222,18.102,78.852,28.41027832,30.4017334
Telangana,Suryapet,2016,3,0.147533337,30.05476537,17.141,79.622,29.69378662,30.37438965
Telangana,Vikarabad,2016,3,0.236083154,29.61882072,17.338,77.904,29.1484375,30.16577148
Telangana,Wanaparthy,2016,3,0.022119201,30.72518243,16.364,78.064,30.08087158,31.35574341
Telangana,Warangal Rural,2016,3,0.224483937,29.92742365,17.9784,79.5941,29.61895752,30.70968628
Telangana,Warangal Urban,2016,3,0.307656375,30.03597412,17.9689,79.5941,29.59594727,30.66650391
Telangana,Yadadri Bhuvanagiri,2016,3,0.251221625,29.35985892,17.582,79.029,28.5887146,29.82040405
Telangana,Adilabad,2016,4,0.33010492,34.46700772,19.664,78.532,33.72467041,35.55557251
Telangana,Bhadradri Kothagudem,2016,4,0.042099914,33.08394894,17.5557,80.6191,31.21057129,34.18618774
Telangana,Hyderabad,2016,4,0.172972336,32.73101807,17.385,78.4867,32.62246704,32.83956909
Telangana,Jagtial,2016,4,0.355090224,35.04675997,18.794,78.914,34.42303467,35.47207642
Telangana,Jangoan,2016,4,0.11259748,32.67944336,17.727,79.152,32.20193481,33.01113892
Telangana,Jayashankar Bhupalpally,2016,4,0.104618623,34.68041992,18.438,79.905,33.95999146,35.0211792
Telangana,Jogulamba Gadwal,2016,4,0.00186619,34.48975164,16.234,77.805,34.03436279,34.91793823
Telangana,Kamareddy,2016,4,0.271479479,33.78284768,18.322,78.34,33.0718689,34.65985107
Telangana,Karimnagar,2016,4,0.209197269,34.50517782,18.4386,79.1288,33.90533447,34.8132019
Telangana,Khammam,2016,4,0.018577813,32.5431593,17.2473,80.1514,31.57037354,32.85018921
Telangana,Kumurambheem Asifabad,2016,4,0.262089575,34.53844876,19.363,79.278,33.28286743,35.21853638
Telangana,Mahabubabad,2016,4,0.055945046,32.87705836,17.598,80.002,32.54049683,33.69277954
Telangana,Mahabubnagar,2016,4,0.006071191,32.90082726,16.737,77.987,32.02432251,34.08599854
Telangana,Mancherial,2016,4,0.22013002,34.61374664,18.87,79.46,33.72161865,35.13049316
Telangana,Medak,2016,4,0.216893713,33.06031738,18.049,78.263,32.64526367,33.65026855
Telangana,Medchal Malkajgiri,2016,4,0.13228729,32.44552612,17.629,78.48,32.23535156,32.63006592
Telangana,Mulugu,2016,4,0.11049531,34.1562401,18.194,80.073,32.87753296,35.30053711
Telangana,Nagarkurnool,2016,4,0.019932369,32.80945313,16.48,78.32,31.22576904,33.8855896
Telangana,Nalgonda,2016,4,0.014294603,33.11429214,17.0575,79.2673,32.46002197,33.59106445
Telangana,Narayanpet,2016,4,0.01004723,33.52655029,16.744,77.494,32.74545288,34.24996948
Telangana,Nirmal,2016,4,0.255351153,34.1932106,19.097,78.343,33.06427002,35.08190918
Telangana,Nizamabad,2016,4,0.287677618,34.32086182,18.6725,78.094,33.75958252,34.85418701
Telangana,Peddapalli,2016,4,0.199641479,34.87620036,18.614,79.376,34.65985107,35.32330322
Telangana,Rajanna Sircilla,2016,4,0.313767242,34.13580704,18.387,78.832,33.67456055,34.45794678
Telangana,Rangareddy,2016,4,0.096665859,32.53179187,17.246,78.372,32.02127075,33.00656128
Telangana,Sangareddy,2016,4,0.231202223,33.32762655,17.628,78.087,32.48736572,34.00250244
Telangana,Siddipet,2016,4,0.254958875,33.01882408,18.102,78.852,31.93624878,34.15887451
Telangana,Suryapet,2016,4,0.033348664,32.78895306,17.141,79.622,32.5602417,32.95797729
Telangana,Vikarabad,2016,4,0.081341505,33.01730452,17.338,77.904,32.40994263,33.66394043
Telangana,Wanaparthy,2016,4,0.002012961,33.73074002,16.364,78.064,33.07034302,34.40481567
Telangana,Warangal Rural,2016,4,0.076114193,33.27977683,17.9784,79.5941,32.86386108,34.37747192
Telangana,Warangal Urban,2016,4,0.112281008,33.55174866,17.9689,79.5941,33.06121826,34.35470581
Telangana,Yadadri Bhuvanagiri,2016,4,0.094437877,32.6632516,17.582,79.029,32.10934448,33.10220337
Telangana,Adilabad,2016,5,0.536471767,34.39097272,19.664,78.532,33.46450806,35.76998901
Telangana,Bhadradri Kothagudem,2016,5,1.095043046,33.5367156,17.5557,80.6191,31.43612671,34.39477539
Telangana,Hyderabad,2016,5,0.834015012,31.80015564,17.385,78.4867,31.72225952,31.87805176
Telangana,Jagtial,2016,5,0.523744625,34.64329411,18.794,78.914,33.69369507,35.1333313
Telangana,Jangoan,2016,5,0.879941716,32.72351074,17.727,79.152,32.03085327,33.22180176
Telangana,Jayashankar Bhupalpally,2016,5,0.873837838,34.52274577,18.438,79.905,33.90942383,34.95504761
Telangana,Jogulamba Gadwal,2016,5,0.865281241,33.32375266,16.234,77.805,32.8248291,33.6847229
Telangana,Kamareddy,2016,5,0.648822657,32.98662253,18.322,78.34,32.21063232,34.25695801
Telangana,Karimnagar,2016,5,0.713441961,34.25963338,18.4386,79.1288,33.74462891,34.61950684
Telangana,Khammam,2016,5,1.163659511,33.57246808,17.2473,80.1514,32.18365479,34.22702026
Telangana,Kumurambheem Asifabad,2016,5,0.699159055,34.2979126,19.363,79.278,33.04504395,35.03445435
Telangana,Mahabubabad,2016,5,0.81454879,33.41650812,17.598,80.002,32.77389526,33.90792847
Telangana,Mahabubnagar,2016,5,0.724758546,31.77723107,16.737,77.987,30.93130493,33.05404663
Telangana,Mancherial,2016,5,0.636371242,34.35345078,18.87,79.46,33.24728394,34.93707275
Telangana,Medak,2016,5,0.694156249,32.2080542,18.049,78.263,31.66833496,33.00009155
Telangana,Medchal Malkajgiri,2016,5,0.785144859,31.7370775,17.629,78.48,31.54998779,32.11325073
Telangana,Mulugu,2016,5,0.725095079,33.99132311,18.194,80.073,32.43682861,35.25915527
Telangana,Nagarkurnool,2016,5,0.995264161,31.87689209,16.48,78.32,29.98751831,33.0345459
Telangana,Nalgonda,2016,5,0.945965251,33.50721741,17.0575,79.2673,31.89453125,34.26745605
Telangana,Narayanpet,2016,5,0.63598547,32.48005371,16.744,77.494,31.67581177,33.23828125
Telangana,Nirmal,2016,5,0.371544347,34.12836838,19.097,78.343,32.83383179,34.94308472
Telangana,Nizamabad,2016,5,0.388517355,33.97674561,18.6725,78.094,33.05252075,34.73184204
Telangana,Peddapalli,2016,5,0.655579065,34.77146403,18.614,79.376,34.47418213,35.08239746
Telangana,Rajanna Sircilla,2016,5,0.688667107,33.4368782,18.387,78.832,32.88925171,33.9828186
Telangana,Rangareddy,2016,5,0.958127975,31.54534763,17.246,78.372,30.97024536,32.35745239
Telangana,Sangareddy,2016,5,0.895583911,32.23268297,17.628,78.087,31.54849243,33.28173828
Telangana,Siddipet,2016,5,0.852381215,32.43549215,18.102,78.852,31.32827759,33.79855347
Telangana,Suryapet,2016,5,0.966946665,33.88379748,17.141,79.622,33.29071045,34.23449707
Telangana,Vikarabad,2016,5,0.736666895,31.91230511,17.338,77.904,31.24438477,32.74542236
Telangana,Wanaparthy,2016,5,0.728324466,32.75908067,16.364,78.064,32.03234863,33.44351196
Telangana,Warangal Rural,2016,5,0.9664644,33.52986839,17.9784,79.5941,33.19934082,34.38729858
Telangana,Warangal Urban,2016,5,1.025711927,33.56366882,17.9689,79.5941,33.01358032,34.34234619
Telangana,Yadadri Bhuvanagiri,2016,5,0.693577449,32.65480042,17.582,79.029,31.49606323,33.36264038
Telangana,Adilabad,2016,6,6.79626268,30.77724757,19.664,78.532,29.94760132,32.1350708
Telangana,Bhadradri Kothagudem,2016,6,14.90294429,29.20887018,17.5557,80.6191,27.92227173,29.95751953
Telangana,Hyderabad,2016,6,7.377782822,26.86827087,17.385,78.4867,26.79711914,26.93942261
Telangana,Jagtial,2016,6,7.300382531,30.64320256,18.794,78.914,29.81854248,31.12573242
Telangana,Jangoan,2016,6,8.711410522,28.55454616,17.727,79.152,27.88919067,28.93658447
Telangana,Jayashankar Bhupalpally,2016,6,11.12813627,30.28384654,18.438,79.905,29.78543091,30.84609985
Telangana,Jogulamba Gadwal,2016,6,9.188741048,27.45882901,16.234,77.805,27.16445923,27.67407227
Telangana,Kamareddy,2016,6,8.528564962,28.65457692,18.322,78.34,27.98681641,29.9095459
Telangana,Karimnagar,2016,6,8.660490148,30.08659532,18.4386,79.1288,29.61169434,30.34472656
Telangana,Khammam,2016,6,11.38849346,29.17434618,17.2473,80.1514,28.39056396,29.60342407
